tqq,tss,nooverlap
t7378c9,t7695c0,0
t7378c9,t7702c1,0
t7378c9,t7704c1,0
t7378c9,t7717c6,0
t7378c9,t7725c2,0
t7378c9,t7735c4,0
t7378c9,t7751c1,0
t7378c9,t7825c1,0
t7378c9,t7880c6,0
t7378c9,t7882c1,0
t7378c9,t7915c0,0
t7378c9,t7920c0,0
t7378c9,t7930c1,0
t7378c9,t7933c0,0
t7378c9,t7939c2,0
t7378c9,t7971c0,0
t7378c9,t7985c0,0
t7378c9,t7986c3,0
t7378c9,t7997c1,0
t7378c9,t8054c0,0
t7378c9,t8071c0,0
t7378c9,t8090c1,0
t7378c9,t8098c2,0
t7378c9,t8101c1,0
t7378c9,t8102c2,0
t7378c9,t8109c3,0
t7378c9,t8110c2,0
t7378c9,t8117c1,0
t7378c9,t8118c0,0
t7378c9,t8130c0,0
t7378c9,t8155c0,0
t7378c9,t8155c1,0
t7378c9,t8195c2,0
t7378c9,t8197c6,0
t7378c9,t8206c0,0
t7378c9,t8209c0,0
t7378c9,t8218c0,0
t7378c9,t8233c2,0
t7378c9,t8256c1,0
t7378c9,t8263c1,0
t7378c9,t8276c1,0
t7378c9,t8279c0,0
t7378c9,t8289c4,0
t7378c9,t8292c4,0
t7378c9,t8317c1,0
t7378c9,t8347c1,0
t7378c9,t8350c0,0
t7378c9,t8361c1,0
t7378c9,t8374c4,0
t7378c9,t8408c1,0
t7378c9,t8410c0,0
t7378c9,t8418c3,0
t7378c9,t8426c1,0
t7378c9,t8436c1,0
t7378c9,t8463c2,0
t7378c9,t8464c1,0
t7378c9,t8474c0,0
t7378c9,t8481c2,0
t7378c9,t8518c1,0
t7378c9,t8559c6,0
t7378c9,t8565c2,0
t7378c9,t8569c1,0
t7378c9,t8573c1,0
t7378c9,t8581c2,0
t7378c9,t8588c1,0
t7378c9,t8596c6,0
t7378c9,t8597c1,0
t7378c9,t8617c1,0
t7378c9,t8649c6,0
t7378c9,t8664c1,0
t7378c9,t8666c4,0
t7378c9,t8774c6,0
t7378c9,t8782c1,0
t7378c9,t8791c0,0
t7378c9,t8793c4,0
t7378c9,t8690c1,0
t7378c9,t8691c0,0
t7378c9,t8706c1,0
t7378c9,t8707c0,0
t7378c9,t8718c2,0
t7378c9,t8719c0,0
t7378c9,t8835c1,0
t7378c9,t8836c6,0
t7378c9,t8850c0,0
t7378c9,t8874c1,0
t7378c9,t8891c1,0
t7378c9,t8977c2,0
t7378c9,t8993c2,0
t7378c9,t8999c1,0
t7378c9,t9033c1,0
t7378c9,t8912c0,0
t7378c9,t8934c4,0
t7378c9,t8936c0,0
t7378c9,t8939c2,0
t7378c9,t8956c1,0
t7378c9,t9039c4,0
t7378c9,t9041c3,0
t7378c9,t9049c2,0
t7378c9,t9056c6,0
t7378c9,t9059c4,0
t7378c9,t9072c1,0
t7378c9,t9074c0,0
t7378c9,t9100c0,0
t7378c9,t9118c0,0
t7378c9,t9133c4,0
t7378c9,t9135c4,0
t7378c9,t9136c0,0
t7378c9,t9136c2,0
t7378c9,t9143c4,0
t7378c9,t9161c2,0
t7378c9,t9234c1,0
t7378c9,t9235c0,0
t7378c9,t9254c6,0
t7378c9,t9293c2,0
t7378c9,t9300c1,0
t7378c9,t9323c1,0
t7378c9,t9337c2,0
t7378c9,t9343c0,0
t7378c9,t9344c1,0
t7378c9,t9367c0,0
t7378c9,t9375c0,0
t7378c9,t9382c2,0
t7378c9,t9401c0,0
t7378c9,t9432c4,0
t7378c9,t9451c1,0
t7378c9,t9469c1,0
t7378c9,t9472c0,0
t7378c9,t9514c6,0
t7378c9,t9517c4,0
t7378c9,t9525c3,0
t7378c9,t9594c1,0
t7378c9,t9644c1,0
t7378c9,t9646c1,0
t7378c9,t9657c9,0
t7378c9,t9674c6,0
t7378c9,t9689c0,0
t7378c9,t9695c1,0
t7378c9,t9708c1,0
t7378c9,t9732c0,0
t7378c9,t9734c1,0
t7378c9,t9735c3,0
t7378c9,t9752c0,0
t7378c9,t9799c3,0
t7378c9,t9985c1,0
t7378c9,t9996c1,0
t7378c9,t10007c0,0
t7378c9,t9825c1,0
